nohup: ignoring input
2025-07-17 08:39:08,113		[33;36mINFO[0m	viam.rpc.dial (dial.py:336)	Connecting to socket: /tmp/proxy-EcjVjTCA.sock	
Resources:
[<viam.proto.common.ResourceName rdk:component:board/local at 0x7fb4b44d60>, <viam.proto.common.ResourceName rdk:component:sensor/sensor at 0x7fb4d7e020>, <viam.proto.common.ResourceName rdk:service:motion/builtin at 0x7fb34ac310>]
22:01 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:02 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:03 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:04 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:05 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
22:06 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:07 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:08 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
22:09 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:10 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:11 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:12 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:13 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:14 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:15 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:16 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:17 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:18 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:19 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:20 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:21 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:22 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
22:23 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:24 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:25 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:26 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:27 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
22:28 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:29 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:30 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:31 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:32 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:33 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
22:34 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:35 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:36 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:37 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:38 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:39 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:40 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:41 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:42 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:43 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:44 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
22:45 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:46 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:47 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:48 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:49 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:50 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:51 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:52 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
22:53 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:54 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
22:55 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:56 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
22:57 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:58 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
22:59 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:00 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
23:01 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
23:02 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:03 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
23:04 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
23:05 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
23:06 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:07 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:08 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:09 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:10 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:11 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
23:12 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
23:13 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:14 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:15 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:16 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:17 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:18 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:19 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:20 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:21 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:22 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
23:23 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
23:24 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
23:25 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:26 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
23:27 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
23:28 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:29 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:30 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:31 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:32 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:33 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:34 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:35 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:36 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:37 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
23:38 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:39 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:40 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:41 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:42 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:43 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:44 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:45 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:46 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:47 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:48 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:49 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:50 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:51 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:52 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:53 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:54 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:55 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
23:56 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:57 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
23:58 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
23:59 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
00:00 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
00:01 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
00:02 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:03 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
00:04 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:05 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:06 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
00:07 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:08 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:09 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
00:10 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:11 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:12 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:13 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:14 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:15 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:16 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:17 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:18 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:19 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
00:20 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:21 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:22 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:23 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:24 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
00:25 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:26 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:27 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:28 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:29 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:30 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:31 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:32 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:33 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:34 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:35 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:36 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
00:37 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:38 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
00:39 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
00:40 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
00:41 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:42 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:43 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:44 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:45 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
00:46 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:47 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:48 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:49 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:50 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:51 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:52 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:53 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:54 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
00:55 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:56 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
00:57 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
00:58 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
00:59 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
01:00 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:01 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:02 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:03 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:04 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:05 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:06 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:07 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:08 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:09 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:10 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:11 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:12 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
01:13 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:14 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
01:15 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
01:16 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:17 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:18 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
01:19 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:20 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:21 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:22 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
01:23 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:24 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:25 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:26 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:27 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:28 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:29 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:30 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:31 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:32 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:33 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:34 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:35 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
01:36 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:37 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:38 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:39 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:40 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:41 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:42 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:43 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:44 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:45 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
01:46 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:47 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:48 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:49 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:50 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:51 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:52 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:53 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
01:54 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
01:55 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
01:56 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
01:57 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
01:58 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
01:59 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:00 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:01 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:02 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:03 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
02:04 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:05 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
02:06 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
02:07 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:08 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:09 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
02:10 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:11 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
02:12 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:13 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:14 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
02:15 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:16 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:17 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:18 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:19 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:20 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:21 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:22 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:23 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:24 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:25 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:26 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:27 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:28 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:29 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:30 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:31 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:32 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:33 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:34 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
02:35 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:36 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:37 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
02:38 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:39 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
02:40 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
02:41 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:42 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:43 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:44 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
02:45 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:46 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:47 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
02:48 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:49 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:50 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:51 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
02:52 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
02:53 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
02:54 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:55 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:56 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
02:57 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:58 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
02:59 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:00 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:01 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:02 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:03 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:04 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:05 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:06 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:07 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:08 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:09 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:10 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:11 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:12 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:13 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
03:14 - waiting before we test for moisture again, current moisture: 239.0, DRY: 600
03:15 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:16 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:17 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:18 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:19 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:20 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:21 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:22 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:23 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:24 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:25 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:26 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:27 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:28 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:29 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:30 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:31 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:32 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:33 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:34 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
03:35 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:36 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
03:37 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
03:38 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:39 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:40 - waiting before we test for moisture again, current moisture: 239.0, DRY: 600
03:41 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:42 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:43 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:44 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:45 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:46 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:47 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:48 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:49 - waiting before we test for moisture again, current moisture: 240.0, DRY: 600
03:50 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:51 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:52 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:53 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
03:54 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
03:55 - waiting before we test for moisture again, current moisture: 239.0, DRY: 600
03:56 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:57 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:58 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
03:59 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:00 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:01 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:02 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:03 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:04 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
04:05 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:06 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:07 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:08 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:09 - waiting before we test for moisture again, current moisture: 239.0, DRY: 600
04:10 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:11 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:12 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:13 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:14 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:15 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:16 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:17 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:18 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:19 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:20 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:21 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:22 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:23 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:24 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
04:25 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:26 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:27 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:28 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:29 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
04:30 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:31 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:32 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:33 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:34 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:35 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:36 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:37 - waiting before we test for moisture again, current moisture: 238.0, DRY: 600
04:38 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:39 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:40 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:41 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
04:42 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
04:43 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
04:44 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
04:45 - waiting before we test for moisture again, current moisture: 236.0, DRY: 600
